--- Training Clean Model ---
Epoch 8/100 - Loss: 0.5784, Accuracy: 80.02%, LR: 0.098796
Epoch 9/100 - Loss: 0.5542, Accuracy: 80.95%, LR: 0.098429
Epoch 10/100 - Loss: 0.5173, Accuracy: 82.14%, LR: 0.098015
Epoch 11/100 - Loss: 0.4898, Accuracy: 82.93%, LR: 0.097553
Epoch 12/100 - Loss: 0.4752, Accuracy: 83.72%, LR: 0.097044
Epoch 13/100 - Loss: 0.4568, Accuracy: 84.21%, LR: 0.096489
Epoch 14/100 - Loss: 0.4407, Accuracy: 84.85%, LR: 0.095888
Epoch 15/100 - Loss: 0.4331, Accuracy: 85.24%, LR: 0.095241
Epoch 16/100 - Loss: 0.4216, Accuracy: 85.44%, LR: 0.094550
Epoch 17/100 - Loss: 0.4068, Accuracy: 86.07%, LR: 0.093815
Epoch 18/100 - Loss: 0.3973, Accuracy: 86.39%, LR: 0.093037
Epoch 19/100 - Loss: 0.3956, Accuracy: 86.51%, LR: 0.092216
Epoch 20/100 - Loss: 0.3801, Accuracy: 86.96%, LR: 0.091354
Epoch 21/100 - Loss: 0.3708, Accuracy: 87.26%, LR: 0.090451
Epoch 22/100 - Loss: 0.3669, Accuracy: 87.45%, LR: 0.089508
Epoch 23/100 - Loss: 0.3562, Accuracy: 87.98%, LR: 0.088526
Epoch 24/100 - Loss: 0.3574, Accuracy: 87.83%, LR: 0.087506
Epoch 25/100 - Loss: 0.3427, Accuracy: 88.13%, LR: 0.086448
Epoch 26/100 - Loss: 0.3407, Accuracy: 88.36%, LR: 0.085355
Epoch 27/100 - Loss: 0.3356, Accuracy: 88.47%, LR: 0.084227
Epoch 28/100 - Loss: 0.3312, Accuracy: 88.71%, LR: 0.083066
Epoch 29/100 - Loss: 0.3277, Accuracy: 88.79%, LR: 0.081871
Epoch 30/100 - Loss: 0.3176, Accuracy: 89.32%, LR: 0.080645
Epoch 31/100 - Loss: 0.3166, Accuracy: 89.09%, LR: 0.079389
Epoch 32/100 - Loss: 0.3126, Accuracy: 89.39%, LR: 0.078104
Epoch 33/100 - Loss: 0.3019, Accuracy: 89.71%, LR: 0.076791
Epoch 34/100 - Loss: 0.2956, Accuracy: 90.05%, LR: 0.075452
Epoch 35/100 - Loss: 0.2959, Accuracy: 89.82%, LR: 0.074088
